Método,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
DA-PSO,50,00:25:38.612370,2024-03-02,00:25:45.275425,0:00:06.663055
Índice de similitud,Ranking
1.0,9
1.284,8
1.311,7
1.388,6
1.4889999999999999,5
1.524,4
1.887,3
2.299,2
3.082,1
1.419,3
1.623,5
1.866,8
1.888,6
1.9100000000000001,1
2.028,2
2.232,9
2.2430000000000003,4
2.253,7
1.423,3
1.6059999999999999,5
1.893,8
1.899,6
1.901,1
1.992,2
2.133,7
2.269,9
2.285,4
1.451,3
1.654,5
1.817,6
1.959,8
1.979,1
2.032,7
2.13,2
2.181,9
2.258,4
1.459,3
1.6760000000000002,5
1.855,6
1.9729999999999999,8
2.004,1
2.02,7
2.093,2
2.151,4
2.221,9
1.478,3
1.6480000000000001,5
1.799,6
2.009,8
2.052,1
2.101,7
2.129,9
2.15,2
2.173,4
1.488,3
1.6720000000000002,5
1.815,6
2.025,8
2.037,7
2.0780000000000003,1
2.101,9
2.149,4
2.182,2
1.51,3
1.726,5
1.853,6
1.871,9
1.9529999999999998,4
2.012,7
2.0700000000000003,8
2.134,1
2.2350000000000003,2
1.439,3
1.6720000000000002,5
1.762,6
1.919,8
1.982,1
2.02,7
2.048,2
2.221,4
2.314,9
1.345,3
1.674,5
1.791,1
1.819,6
1.919,7
2.044,9
2.137,8
2.141,2
2.1879999999999997,4
1.596,3
1.608,5
1.744,6
1.829,4
1.847,2
1.859,9
1.862,1
1.927,8
1.964,7
1.563,3
1.698,5
1.7349999999999999,2
1.8050000000000002,6
1.822,8
1.956,1
1.978,7
2.1950000000000003,4
2.248,9
1.468,3
1.775,7
1.825,5
1.924,1
1.988,6
1.992,4
2.027,9
2.075,2
2.0940000000000003,8
1.457,3
1.677,4
1.696,9
1.83,1
1.99,5
2.072,8
2.099,2
2.112,6
2.263,7
1.65,3
1.7730000000000001,8
1.875,2
1.9,9
1.946,5
1.9489999999999998,4
1.998,1
2.01,6
2.0220000000000002,7
1.641,3
1.721,2
1.768,9
1.8479999999999999,4
1.959,7
1.9889999999999999,1
2.064,8
2.0940000000000003,5
2.117,6
1.563,3
1.634,9
1.674,4
1.916,1
2.0140000000000002,8
2.106,2
2.173,6
2.174,7
2.185,5
1.607,3
1.635,9
1.673,1
1.709,4
1.835,8
2.0060000000000002,2
2.056,7
2.141,6
2.1630000000000003,5
1.5110000000000001,3
1.874,2
1.877,7
1.9489999999999998,4
1.9809999999999999,9
2.017,1
2.033,8
2.075,6
2.093,5
1.465,3
1.737,2
1.903,4
1.968,9
2.011,1
2.013,8
2.1189999999999998,6
2.124,7
2.129,5
1.6099999999999999,3
1.701,4
1.7850000000000001,9
1.8719999999999999,8
1.9180000000000001,1
2.069,7
2.091,2
2.115,6
2.116,5
1.541,3
1.843,4
1.843,9
1.8780000000000001,7
1.974,2
2.019,5
2.025,6
2.04,1
2.057,8
1.47,3
1.885,2
1.955,1
1.971,8
1.988,5
2.0,6
2.076,7
2.097,4
2.209,9
1.626,3
1.837,8
1.842,1
1.995,5
2.008,4
2.013,6
2.034,7
2.064,2
2.1109999999999998,9
1.595,3
1.862,4
1.917,7
1.952,9
2.004,5
2.0220000000000002,2
2.0220000000000002,6
2.0780000000000003,1
2.1,8
1.534,3
1.653,4
1.712,9
1.9649999999999999,2
2.0549999999999997,5
2.056,1
2.074,8
2.082,6
2.2039999999999997,7
1.637,3
1.693,4
1.831,1
1.831,8
1.841,9
1.966,5
1.996,6
2.042,7
2.074,2
1.591,3
1.808,4
1.916,7
1.932,9
1.971,5
2.004,6
2.016,2
2.067,1
2.085,8
1.518,3
1.8820000000000001,4
1.933,2
1.976,9
2.011,5
2.029,1
2.041,8
2.05,6
2.177,7
1.663,3
1.861,1
1.869,8
1.873,4
1.9449999999999998,9
2.002,5
2.04,6
2.092,7
2.129,2
1.601,3
1.846,4
1.897,9
1.935,7
1.987,5
2.0220000000000002,6
2.04,2
2.093,1
2.1020000000000003,8
1.524,3
1.881,4
1.925,9
1.9340000000000002,2
2.016,5
2.037,1
2.0460000000000003,8
2.052,6
2.182,7
1.665,3
1.855,1
1.861,8
1.897,4
1.947,9
1.996,5
2.032,6
2.084,7
2.12,2
1.6019999999999999,3
1.9100000000000001,4
1.927,7
1.968,9
1.978,5
2.013,6
2.0300000000000002,2
2.084,1
2.093,8
1.5230000000000001,3
1.9220000000000002,2
1.956,4
2.005,5
2.025,9
2.026,1
2.035,8
2.041,6
2.1710000000000003,7
1.666,3
1.847,1
1.855,8
1.9489999999999998,4
1.988,5
2.0220000000000002,9
2.0229999999999997,6
2.075,7
2.112,2
1.6059999999999999,3
1.92,7
1.939,4
1.971,5
2.0069999999999997,6
2.0140000000000002,9
2.0229999999999997,2
2.077,1
2.0860000000000003,8
1.529,3
1.916,2
1.971,4
2.001,5
2.021,1
2.029,8
2.0380000000000003,6
2.052,9
2.1639999999999997,7
1.674,3
1.845,1
1.8519999999999999,8
1.958,4
1.986,5
2.0220000000000002,6
2.0380000000000003,9
2.074,7
2.1109999999999998,2
1.6139999999999999,3
1.92,7
1.94,4
1.971,5
2.0060000000000002,6
2.02,9
2.0229999999999997,2
2.076,1
2.084,8
1.536,3
1.917,2
1.967,4
2.001,5
2.021,1
2.029,8
2.0380000000000003,6
2.051,9
2.165,7
1.6840000000000002,3
1.845,1
1.8519999999999999,8
1.951,4
1.986,5
2.0220000000000002,6
2.0309999999999997,9
2.074,7
2.1109999999999998,2
1.6219999999999999,3
1.92,7
1.935,4
1.971,5
2.0069999999999997,6
2.0140000000000002,9
2.0229999999999997,2
2.076,1
2.085,8
1.544,3
1.917,2
1.963,4
2.003,5
2.0220000000000002,1
2.0300000000000002,8
2.0389999999999997,6
2.045,9
2.167,7
1.692,3
1.845,1
1.853,8
1.947,4
1.987,5
2.0220000000000002,6
2.026,9
2.075,7
2.1109999999999998,2
1.63,3
1.92,7
1.9300000000000002,4
1.971,5
2.0060000000000002,6
2.008,9
2.0220000000000002,2
2.075,1
2.084,8
1.5510000000000002,3
1.9180000000000001,2
1.958,4
2.002,5
2.0220000000000002,1
2.029,8
2.0389999999999997,6
2.0389999999999997,9
2.168,7
1.702,3
1.847,1
1.854,8
1.943,4
1.987,5
2.0229999999999997,6
2.0229999999999997,9
2.075,7
2.1109999999999998,2
1.639,3
1.921,7
1.929,4
1.972,5
2.008,6
2.008,9
2.0229999999999997,2
2.075,1
2.084,8
1.558,3
1.917,2
1.958,4
2.002,5
2.021,1
2.029,8
2.0380000000000003,9
2.0389999999999997,6
2.167,7
0
9.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,50
0
0.123
0.099
0.043
0.343
0.392
8
0.083
0.083
0.066
0.051
0.0
7
0.079
0.079
0.066
0.035
0.002
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
C1,C2,C3,C4,C5
0.682,0.315,0.523,0.396,0.304
0.452,0.82,0.046,0.851,0.401
0.53,0.667,0.785,0.212,0.074
0.613,0.866,0.601,0.856,0.596
0.372,0.11,0.476,0.139,0.549
0.242,0.359,0.92,0.309,0.794
0.253,0.955,0.04,0.833,0.92
0.984,0.308,0.263,0.574,0.394
0.636,0.547,0.411,0.735,0.752
0.484,0.228,0.365,0.274,0.212
0.322,0.58,0.032,0.593,0.28
0.376,0.472,0.549,0.146,0.052
0.433,0.61,0.421,0.599,0.417
0.264,0.08,0.333,0.094,0.384
0.172,0.254,0.644,0.216,0.556
0.179,0.67,0.028,0.583,0.644
0.69,0.216,0.184,0.403,0.276
0.445,0.383,0.288,0.514,0.526
0.245,0.117,0.195,0.167,0.146
0.163,0.292,0.017,0.363,0.194
0.189,0.237,0.294,0.089,0.036
0.127,0.179,0.156,0.292,0.29
0.076,0.022,0.123,0.045,0.267
0.048,0.072,0.238,0.106,0.387
0.049,0.194,0.01,0.285,0.448
0.199,0.059,0.068,0.199,0.192
0.126,0.108,0.107,0.251,0.366
0.029,0.016,0.043,0.077,0.1
0.019,0.033,0.004,0.191,0.133
-0.019,-0.023,0.018,0.03,0.025
-0.049,-0.069,-0.011,0.091,0.2
-0.016,-0.007,0.01,0.019,0.184
-0.022,-0.032,-0.018,0.034,0.266
-0.014,-0.038,0.001,0.126,0.31
-0.082,-0.03,-0.005,0.065,0.132
-0.056,-0.049,-0.008,0.079,0.252
-0.134,-0.061,-0.077,-0.002,0.067
-0.089,-0.161,-0.007,0.029,0.09
-0.117,-0.147,-0.132,-0.006,0.017
-0.136,-0.191,-0.101,0.0,0.136
-0.074,-0.024,-0.072,-0.004,0.125
-0.057,-0.083,-0.155,-0.006,0.182
-0.056,-0.193,-0.006,0.025,0.213
-0.204,-0.068,-0.043,-0.018,0.089
-0.146,-0.127,-0.069,-0.016,0.173
