Método,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
DA-PSO,10,20:52:46.431730,2024-03-11,20:52:48.384296,0:00:01.952566
Índice de similitud,Ranking
1.0,9
1.284,8
1.311,7
1.388,6
1.4889999999999999,5
1.524,4
1.887,3
2.299,2
3.082,1
1.328,4
1.625,2
1.6480000000000001,8
1.8439999999999999,1
1.911,5
1.991,9
2.0220000000000002,6
2.3120000000000003,3
2.497,7
1.357,4
1.6640000000000001,2
1.7109999999999999,8
1.7349999999999999,1
1.9729999999999999,5
1.9729999999999999,9
2.115,6
2.183,3
2.443,7
1.371,4
1.688,2
1.7309999999999999,8
1.745,1
1.909,5
2.048,9
2.1479999999999997,6
2.152,3
2.3810000000000002,7
1.385,4
1.688,1
1.714,2
1.741,8
1.935,5
2.061,6
2.092,9
2.247,3
2.342,7
1.408,4
1.7,1
1.756,8
1.76,2
1.877,5
2.0780000000000003,6
2.144,9
2.17,3
2.402,7
1.431,4
1.708,1
1.756,8
1.8050000000000002,2
1.8860000000000001,5
2.076,6
2.182,9
2.2199999999999998,3
2.261,7
1.466,4
1.698,8
1.729,1
1.871,2
1.916,5
2.0149999999999997,6
2.117,7
2.2430000000000003,9
2.287,3
1.439,4
1.65,6
1.6520000000000001,1
1.8050000000000002,8
1.814,2
1.845,5
2.1470000000000002,9
2.1870000000000003,3
2.419,7
1.44,4
1.5939999999999999,1
1.6949999999999998,8
1.752,2
1.861,5
1.9689999999999999,3
2.138,9
2.2110000000000003,7
2.331,6
0
9.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.123
0.099
0.043
0.343
0.392
8
0.083
0.083
0.066
0.051
0.0
7
0.079
0.079
0.066
0.035
0.002
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
C1,C2,C3,C4,C5
0.138,0.508,0.578,0.855,0.018
0.023,0.733,0.07,0.332,0.275
0.265,0.138,0.953,0.897,0.869
0.021,0.305,0.563,0.635,0.036
0.212,0.363,0.164,0.376,0.667
0.365,0.389,0.753,0.512,0.576
0.718,0.782,0.343,0.703,0.949
0.837,0.74,0.349,0.4,0.17
0.356,0.242,0.248,0.998,0.381
0.104,0.363,0.404,0.595,0.012
0.022,0.519,0.049,0.23,0.192
0.191,0.102,0.667,0.626,0.608
0.019,0.218,0.395,0.444,0.025
0.152,0.257,0.114,0.26,0.467
0.258,0.275,0.527,0.358,0.403
0.504,0.549,0.24,0.492,0.664
0.587,0.519,0.244,0.281,0.119
0.249,0.169,0.174,0.699,0.267
0.055,0.185,0.215,0.362,0.007
0.013,0.263,0.026,0.139,0.133
0.057,0.031,0.246,0.302,0.422
0.01,0.11,0.211,0.272,0.017
0.044,0.075,0.041,0.124,0.325
0.075,0.079,0.194,0.174,0.28
0.146,0.159,0.088,0.24,0.462
0.17,0.15,0.09,0.138,0.083
0.069,0.046,0.064,0.34,0.186
0.01,0.024,0.047,0.188,0.004
0.001,-0.023,0.001,0.045,0.091
-0.008,-0.004,0.021,0.146,0.291
-0.001,-0.011,0.013,0.093,0.012
-0.018,-0.029,-0.005,0.035,0.224
-0.03,-0.033,-0.016,0.053,0.193
-0.029,-0.031,0.007,0.105,0.319
-0.069,-0.062,-0.007,0.044,0.057
-0.019,-0.014,0.005,0.173,0.128
-0.026,-0.098,-0.086,0.026,0.002
-0.005,-0.159,-0.012,-0.012,0.061
-0.052,-0.027,-0.14,0.024,0.2
-0.006,-0.068,-0.095,-0.018,0.008
-0.049,-0.081,-0.029,-0.015,0.153
-0.076,-0.081,-0.125,-0.021,0.131
-0.146,-0.158,-0.051,0.001,0.219
-0.173,-0.154,-0.058,-0.013,0.039
-0.073,-0.051,-0.038,0.019,0.087
-0.044,-0.159,-0.157,-0.047,0.0
-0.007,-0.195,-0.017,-0.044,0.04
-0.062,-0.032,-0.206,-0.066,0.135
-0.007,-0.083,-0.137,-0.08,0.005
-0.05,-0.085,-0.037,-0.046,0.102
-0.1,-0.106,-0.184,-0.064,0.088
-0.199,-0.216,-0.083,-0.072,0.149
-0.19,-0.169,-0.076,-0.045,0.026
-0.085,-0.059,-0.055,-0.071,0.058
-0.038,-0.138,-0.155,-0.088,-0.001
-0.006,-0.174,-0.017,-0.059,0.025
-0.067,-0.035,-0.242,-0.12,0.091
-0.006,-0.074,-0.137,-0.108,0.003
-0.051,-0.087,-0.041,-0.066,0.067
-0.076,-0.08,-0.164,-0.08,0.057
-0.155,-0.169,-0.078,-0.107,0.1
-0.161,-0.143,-0.073,-0.059,0.017
-0.074,-0.051,-0.055,-0.116,0.037
-0.028,-0.1,-0.128,-0.103,-0.002
-0.005,-0.129,-0.015,-0.062,0.015
-0.044,-0.023,-0.187,-0.132,0.059
-0.005,-0.055,-0.115,-0.115,0.002
-0.031,-0.054,-0.03,-0.066,0.043
-0.065,-0.068,-0.154,-0.093,0.035
-0.135,-0.147,-0.075,-0.132,0.066
-0.148,-0.131,-0.071,-0.07,0.01
-0.054,-0.037,-0.046,-0.132,0.022
-0.018,-0.061,-0.093,-0.103,-0.002
-0.003,-0.082,-0.011,-0.058,0.007
-0.024,-0.013,-0.127,-0.128,0.037
-0.003,-0.034,-0.084,-0.109,0.001
-0.015,-0.027,-0.019,-0.06,0.026
-0.044,-0.047,-0.121,-0.094,0.02
-0.094,-0.103,-0.061,-0.138,0.042
-0.11,-0.097,-0.058,-0.071,0.005
-0.033,-0.023,-0.033,-0.129,0.012
-0.013,-0.043,-0.074,-0.107,-0.002
-0.002,-0.059,-0.009,-0.058,0.002
-0.014,-0.008,-0.095,-0.13,0.021
-0.002,-0.024,-0.067,-0.109,0.0
-0.008,-0.014,-0.013,-0.059,0.014
-0.021,-0.023,-0.078,-0.086,0.009
-0.122,-0.128,-0.031,-0.112,0.025
-0.126,-0.118,-0.03,-0.057,0.002
-0.023,-0.016,-0.026,-0.133,0.004
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
0.152,0.41,0.474,0.682,0.202
0.075,0.571,0.115,0.311,0.25
0.248,0.159,0.733,0.702,0.63
0.081,0.28,0.458,0.502,0.032
0.218,0.323,0.184,0.345,0.471
0.328,0.346,0.593,0.416,0.406
0.579,0.624,0.306,0.539,0.666
0.666,0.598,0.31,0.316,0.121
0.332,0.252,0.24,0.75,0.267
0.207,0.595,0.689,0.8,0.209
0.088,0.834,0.141,0.45,0.383
0.305,0.19,0.979,0.8,0.8
0.091,0.39,0.669,0.774,0.049
0.262,0.398,0.225,0.469,0.796
0.403,0.425,0.787,0.59,0.686
0.725,0.783,0.394,0.779,0.8
0.836,0.748,0.4,0.454,0.204
0.401,0.298,0.304,0.8,0.453
0.217,0.619,0.736,0.988,0.213
0.089,0.811,0.142,0.495,0.474
0.297,0.186,1.0,0.946,0.8
0.09,0.379,0.682,0.867,0.061
0.244,0.369,0.22,0.504,0.8
0.373,0.392,0.771,0.643,0.879
0.696,0.752,0.401,0.884,0.8
0.767,0.686,0.393,0.498,0.261
0.382,0.284,0.309,0.973,0.581
0.191,0.521,0.65,0.8,0.215
0.084,0.652,0.13,0.483,0.535
0.245,0.159,0.86,0.97,1.0
0.084,0.311,0.587,0.849,0.069
0.195,0.288,0.191,0.489,0.953
0.297,0.311,0.646,0.622,0.8
0.55,0.594,0.35,0.885,0.8
0.594,0.532,0.335,0.485,0.3
0.309,0.233,0.271,0.992,0.668
0.147,0.362,0.493,0.753,0.215
0.077,0.457,0.113,0.439,0.575
0.183,0.127,0.654,0.904,0.8
0.077,0.228,0.45,0.769,0.074
0.145,0.203,0.154,0.443,0.8
0.197,0.205,0.462,0.558,0.888
0.351,0.378,0.267,0.813,0.949
0.404,0.363,0.259,0.44,0.326
0.224,0.174,0.216,0.921,0.726
0.109,0.224,0.338,0.665,0.214
0.071,0.283,0.096,0.38,0.6
0.116,0.092,0.412,0.784,0.891
0.071,0.154,0.313,0.661,0.077
0.094,0.116,0.113,0.377,0.867
0.121,0.125,0.298,0.478,0.945
0.196,0.209,0.189,0.706,0.8
0.243,0.22,0.186,0.381,0.343
0.15,0.123,0.161,0.805,0.763
0.081,0.124,0.21,0.562,0.212
0.066,0.154,0.081,0.318,0.615
0.072,0.069,0.225,0.652,0.95
0.066,0.099,0.198,0.546,0.079
0.063,0.062,0.083,0.311,0.91
0.056,0.057,0.144,0.385,0.98
0.061,0.062,0.114,0.574,0.866
0.095,0.089,0.115,0.311,0.353
0.096,0.086,0.115,0.673,0.785
0.063,0.063,0.117,0.459,0.21
0.063,0.072,0.07,0.26,0.622
0.048,0.056,0.098,0.524,0.987
0.063,0.065,0.114,0.437,0.08
0.048,0.035,0.064,0.251,0.936
0.012,0.01,0.023,0.291,1.0
0.2,0.2,0.053,0.436,0.908
0.2,0.2,0.057,0.24,0.358
