Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
MOORA-BA,10,17:40:07.835343,2024-02-29,17:40:08.328817,0:00:00.493474
Puntuación Global,Alternativa
-0.3382830958419764,4
-0.36767941205972976,2
-0.3686056241719612,3
-0.36967227260659635,5
-0.3810834372102042,6
-0.3843842686367432,8
-0.39006486709575044,7
-0.4026550323456228,1
-0.40708293498554415,0
-0.2842410872941842,2
-0.32113016825248897,3
-0.32325903050249355,8
-0.3413666401794969,4
-0.37819327704511485,1
-0.39543327753281404,0
-0.4589941740556887,7
-0.4669684354572702,5
-0.4964118764602773,6
-0.289625972470628,2
-0.3178747952861026,8
-0.33424173333016016,3
-0.37897224150915476,4
-0.3924305506985387,1
-0.3926596553203828,0
-0.4452403227316124,5
-0.45183275265285394,7
-0.5024530631791555,6
-0.30255859048850237,2
-0.32369632127122167,8
-0.32443997723761037,3
-0.3802072475723818,4
-0.3969196703006454,0
-0.407097472084652,1
-0.45648352294660216,5
-0.481903530919744,7
-0.5056789414271204,6
-0.3209292853491338,2
-0.3359755264351879,8
-0.3498526245201865,3
-0.3887087050618062,4
-0.4025624573069164,0
-0.4237643358990173,1
-0.47711992231153055,5
-0.48964297317091365,7
-0.5074234224615521,6
-0.34617338608831283,2
-0.3556742394764938,8
-0.3748749410659203,3
-0.40520850421865656,4
-0.4067692030387734,0
-0.438750409682627,1
-0.4888416929713432,7
-0.4903263721285176,5
-0.5052826237011597,6
-0.3771566966939014,2
-0.3819382737813761,8
-0.3887474114667364,3
-0.40610550285443087,0
-0.43352031150781917,4
-0.44102175902408836,1
-0.4756063068520539,7
-0.4867765591511213,5
-0.49623336611339264,6
-0.3742897190366283,3
-0.40094887480709374,0
-0.40206207518854054,2
-0.40906663011570193,8
-0.41193254210471586,1
-0.4509299315033713,7
-0.4627980961510999,5
-0.4789624229504732,4
-0.4804149065951667,6
-0.36017383142525505,3
-0.3698050337945415,2
-0.37717659961797845,1
-0.3962794515643647,0
-0.39820653557372243,4
-0.41075720876826316,8
-0.420150160209231,7
-0.4294977250727141,5
-0.46109272567967147,6
-0.19646264380087464,8
-0.33980059684107083,1
-0.3421822683431994,3
-0.35711468939812874,2
-0.3898785224781439,7
-0.39556136111074147,0
-0.4026843121242616,5
-0.40317441617946004,4
-0.4434400294818324,6
0
5.0
3.0
3.0
3.0
3.0
3.0
3.0
4.0
4.0
9.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.4
0.2
0.03
0.07
0.3
4
0.066
0.066
0.07
0.085
0.004
2
0.057
0.057
0.066
0.076
0.022
C1,C2,C3,C4,C5
