Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
MOORA-BA,10,19:56:56.991233,2024-03-11,19:56:59.360953,0:00:02.369720
Puntuación Global,Alternativa
-0.3382830958419764,4
-0.36767941205972976,2
-0.3686056241719612,3
-0.36967227260659635,5
-0.3810834372102042,6
-0.3843842686367432,8
-0.39006486709575044,7
-0.4026550323456228,1
-0.40708293498554415,0
-0.24527926203925712,7
-0.3115265299204263,1
-0.3115278712613513,4
-0.37910675164799373,5
-0.4113598435596377,2
-0.441881254670643,3
-0.4420780664618811,0
-0.4889093564165186,6
-0.49241030984454914,8
-0.24658415066790682,7
-0.31325946911876507,1
-0.3205687806279827,4
-0.3432595965430779,5
-0.4408142019985781,3
-0.44400339662828847,0
-0.44763892675653516,2
-0.49371470827395514,6
-0.49737154323981503,8
-0.2543929751999421,7
-0.32210480082262205,1
-0.3319717806457411,4
-0.36618494200014345,5
-0.4422717696338496,3
-0.4480219098587473,2
-0.4484523056604448,0
-0.49370957038379737,8
-0.4977369038252867,6
-0.2689857637812088,7
-0.33788142967200224,1
-0.3387349962815289,4
-0.3850292896545811,5
-0.44485183916179605,3
-0.4472142587456746,2
-0.4541184118626852,0
-0.4972012296090754,8
-0.5016631782463863,6
-0.29398982969940934,7
-0.359056769947069,4
-0.3630596726240955,1
-0.40462647210767777,5
-0.4421504869956836,3
-0.45656959783723106,2
-0.458857156972614,0
-0.5035988124730585,8
-0.503683356537399,6
-0.3376862598550012,7
-0.37351938301465315,4
-0.4027898401738616,1
-0.42585652960876175,5
-0.43333173831535543,3
-0.4578271227601447,0
-0.4631280914727247,2
-0.49861232688941426,6
-0.5034826494231334,8
-0.37612813714901094,4
-0.38895193415224993,7
-0.40022250761296685,1
-0.4207448647996823,3
-0.44058838043592163,5
-0.44859318104499185,0
-0.4543350686774708,2
-0.4828471921590821,6
-0.49223361283211514,8
-0.37023877771632263,7
-0.3773348013194616,4
-0.39924637681159425,5
-0.40765761563821284,3
-0.4268048934515487,2
-0.43416586979694693,0
-0.4575836034901829,6
-0.47097968439625015,8
-0.4747761169154389,1
-0.21632955266979376,1
-0.2980890024039076,5
-0.32322334440207134,7
-0.3673375962608606,4
-0.39355957459059016,2
-0.3979476159988996,3
-0.42048769503037686,0
-0.4284610449358022,6
-0.44412646073573303,8
0
5.0
8.0
8.0
8.0
8.0
8.0
8.0
5.0
8.0
2.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.4
0.2
0.03
0.07
0.3
4
0.066
0.066
0.07
0.085
0.004
2
0.057
0.057
0.066
0.076
0.022
C1,C2,C3,C4,C5
