Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
MOORA-BA,10,17:41:59.161059,2024-02-29,17:41:59.777075,0:00:00.616016
Puntuación Global,Alternativa
-0.3382830958419764,4
-0.36767941205972976,2
-0.3686056241719612,3
-0.36967227260659635,5
-0.3810834372102042,6
-0.3843842686367432,8
-0.39006486709575044,7
-0.4026550323456228,1
-0.40708293498554415,0
-0.2802013677284025,5
-0.3340245032095234,7
-0.3829571965218527,6
-0.389113494687466,2
-0.4222765054781015,1
-0.4300650429227894,0
-0.4372504124515765,8
-0.4380222828747026,4
-0.4640428528410602,3
-0.29087675799589674,5
-0.33357178645751295,7
-0.382592339665652,6
-0.3912450527856749,2
-0.4182722235009105,8
-0.42229743451696256,0
-0.42796737351689096,1
-0.4445559212274843,4
-0.4658782499546318,3
-0.3074312397944823,5
-0.33834248665076555,7
-0.3947127382634077,6
-0.41181622460391365,2
-0.4284132167033121,0
-0.43798641160191215,8
-0.43991493800066805,1
-0.4422855893217261,4
-0.4624062909720928,3
-0.33117393600619965,5
-0.34647874878274204,7
-0.41138686828806126,6
-0.4257616156716205,2
-0.44057628074601984,0
-0.45583517393331086,1
-0.45623577942425136,8
-0.4585955021372017,4
-0.4746704789757865,3
-0.35947078537682514,7
-0.36135269867799236,5
-0.43583225501312534,6
-0.44586943278873314,2
-0.45903619313363675,0
-0.47068946061228945,4
-0.47135592778503166,1
-0.47732454617325176,8
-0.48394387157361274,3
-0.38096725355310357,7
-0.39152576629641594,5
-0.4679909878469264,4
-0.4724789788776516,6
-0.47272694651703173,2
-0.475886969663061,1
-0.4831855588767309,0
-0.48477861195289795,3
-0.5031799173832247,8
-0.40191558564632424,5
-0.4141821913168904,7
-0.44430333438006125,4
-0.4487640091149709,1
-0.46314748674138995,3
-0.498526713501866,0
-0.49896544883292193,2
-0.5174006935382338,6
-0.5281824945487232,8
-0.2822582129511933,7
-0.39079270557692647,5
-0.4006988219851709,0
-0.4115011640147279,4
-0.41432134544379473,1
-0.42634659010611864,3
-0.46362509836677884,6
-0.4705324174987152,8
-0.4853180324081151,2
-0.3168679165545799,7
-0.31825059097861963,8
-0.3537181591786236,2
-0.36890956628999827,5
-0.3829113451647187,3
-0.39029627209327805,1
-0.39058914772034486,4
-0.424079700331211,0
-0.5024303291151708,6
0
5.0
6.0
6.0
6.0
6.0
8.0
8.0
6.0
8.0
8.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.4
0.2
0.03
0.07
0.3
4
0.066
0.066
0.07
0.085
0.004
2
0.057
0.057
0.066
0.076
0.022
C1,C2,C3,C4,C5
