Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
MOORA-BA,10,11:10:17.777380,2024-03-02,11:10:21.806294,0:00:04.028914
Puntuación Global,Alternativa
-0.3382830958419764,4
-0.36767941205972976,2
-0.3686056241719612,3
-0.36967227260659635,5
-0.3810834372102042,6
-0.3843842686367432,8
-0.39006486709575044,7
-0.4026550323456228,1
-0.40708293498554415,0
-0.27235007951829526,6
-0.38568058269072103,3
-0.40446973144528997,0
-0.4224292906611131,8
-0.43813927546751863,4
-0.4478238404248648,7
-0.45371806137489556,2
-0.49208593861732985,1
-0.5086496746632536,5
-0.280893612153683,6
-0.3763677124420608,3
-0.4148021536717875,0
-0.4205600142193999,8
-0.42669322383750286,7
-0.4632639969562987,2
-0.46473256476973723,4
-0.46657460339044543,1
-0.5152576924689074,5
-0.2984821890053274,6
-0.3834553297076195,3
-0.42496608969423244,8
-0.4275777613733107,0
-0.4494203542025583,7
-0.4630435221562782,4
-0.47265317426772324,2
-0.4832913183466343,1
-0.520258278715205,5
-0.32623065039916566,6
-0.40746548754936224,3
-0.42806404223424777,8
-0.43489666137262495,0
-0.47075925766572113,7
-0.475174022943918,4
-0.48240416660193886,2
-0.5055952658907317,1
-0.5244214983248322,5
-0.3646891612712205,6
-0.4244476821859081,3
-0.42629442846045257,8
-0.4560930743387833,0
-0.4828049908786297,4
-0.4898288614760392,2
-0.49277210401190963,7
-0.5198278800280176,1
-0.5250220057195056,5
-0.4053341585230318,6
-0.4184439673442334,8
-0.42308540666845307,3
-0.46939516273957377,0
-0.4756349965968084,4
-0.4889022130664684,2
-0.5109580778438542,7
-0.5150403035128708,5
-0.5160097705859572,1
-0.4032826647333986,3
-0.4078476200859047,8
-0.4216111166198309,6
-0.44952424754375564,4
-0.4517064587625246,0
-0.47653897124352296,2
-0.4891232302362104,1
-0.4912664581318259,5
-0.5049174964461983,7
-0.38774133946881206,3
-0.3968167452003764,8
-0.39682261601356716,6
-0.41375320393602644,0
-0.41447483310488487,4
-0.45574175034275527,1
-0.4561724746283152,5
-0.4569482966419307,2
-0.46102310051707507,7
-0.3530807231154626,0
-0.36488594332472757,6
-0.3748478557888582,3
-0.38731595250087625,4
-0.3890392660797366,8
-0.3892482250553191,7
-0.4171268099951102,5
-0.4207979577775667,1
-0.43792228200173156,2
0
5.0
7.0
7.0
7.0
7.0
7.0
7.0
4.0
4.0
1.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.4
0.2
0.03
0.07
0.3
4
0.066
0.066
0.07
0.085
0.004
2
0.057
0.057
0.066
0.076
0.022
