Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
TOPSIS-PSO,10,22:42:11.740369,2024-03-10,22:42:19.409237,0:00:07.668868
Algoritmo,Cantidad de Iteraciones,Hora de inicio,Fecha de inicio,Hora de finalización,Tiempo de ejecución
TOPSIS-PSO,10,22:42:11.740369,2024-03-10,22:42:19.409237,0:00:07.668868
Puntuación Global,Alternativa
0.10974122074398511,3
0.1368897148785883,4
0.1381307859708272,2
0.1527323181674522,5
0.17717128389484854,6
0.19773657873650632,7
0.2163173071645487,8
0.29892467201668355,1
0.7842969203218978,0
0.22706819126297204,2
0.2271132898081347,1
0.22988616333020823,5
0.32636920475003156,7
0.39579890985921695,8
0.43730162697349034,4
0.5554776266400345,0
0.7452402749788749,3
0.8546887735905186,6
0.2327532127136878,5
0.24199661979477904,2
0.2625905840783737,1
0.32884709902410336,8
0.3532097815889641,7
0.46306936903122986,4
0.583568697538946,0
0.7284344854039464,3
0.8222762648254365,6
0.2686061725859143,5
0.30768790423977066,2
0.30790109792497705,7
0.3429380947103757,8
0.3431395038528363,1
0.43602499381472365,4
0.6550441327694708,0
0.8086239166843301,3
0.8256625903416677,6
0.25427494576066106,5
0.3017740348445074,2
0.3085348217301695,8
0.32160607396878876,7
0.34165358338453927,1
0.4389854157489175,4
0.6631278167364044,0
0.8199566569710605,3
0.8530218617934002,6
0.22101763298224866,5
0.2589428399366231,7
0.2800097027775827,1
0.32354719463015147,2
0.3447008777384668,8
0.37717724050451545,4
0.6406785747810232,0
0.7939519397462876,3
0.8279799310012429,6
0.14823377742635296,5
0.26784032933221796,7
0.2750750376123211,1
0.28208560261976845,8
0.3266963571157127,2
0.35395053743928867,4
0.6353650774654455,0
0.7954696544001953,3
0.8550216077753509,6
0.0438941226069435,5
0.24632477706774908,1
0.24870190440697076,2
0.25597435369392024,8
0.27965403343604467,7
0.38685794249672967,4
0.4690413896323469,0
0.7011499549355718,3
0.770060038556515,6
0.07253473790865574,5
0.26732219147702924,0
0.3562261267486981,1
0.48576588559498196,4
0.5545156219860093,8
0.6479285297346794,3
0.6852890690643518,2
0.7102419202255361,7
0.856241562431813,6
0.18407651993701865,6
0.21093035192701115,1
0.21787877876086284,8
0.2438450201663542,4
0.2698662895594255,2
0.30313293579462375,7
0.563742197307632,0
0.5886839798981055,5
0.8900108534127891,3
0
4.0
3.0
6.0
6.0
6.0
6.0
6.0
6.0
6.0
7.0
TOPSIS,TOPSISFIN
3,0.0
3,4.0
2,4.0
5,4.0
5,4.0
5,4.0
5,4.0
5,4.0
5,4.0
5,4.0
6,4.0
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
w(inertia),c1,c2,No. de iteraciones
0.7,2.5,2.5,10
0
0.4
0.2
0.03
0.07
0.3
0
0
1
2
3
4
3
0.062
0.062
0.063
0.058
0.007
4
0.066
0.066
0.07
0.085
0.004
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
C1,C2,C3,C4,C5
0.64,0.345,0.832,0.067,0.696
0.342,0.102,0.914,0.23,0.537
0.291,0.21,0.5,0.687,0.524
0.787,0.729,0.78,0.011,0.862
0.404,0.389,0.607,0.964,0.846
0.488,0.165,0.609,0.171,0.249
0.946,0.713,0.601,0.217,0.895
0.29,0.225,0.988,0.533,0.79
0.262,0.287,0.354,0.889,0.959
0.45,0.244,0.581,0.041,0.485
0.241,0.073,0.639,0.156,0.375
0.205,0.148,0.349,0.477,0.367
0.551,0.51,0.546,0.008,0.603
0.282,0.272,0.424,0.669,0.592
0.34,0.114,0.426,0.12,0.174
0.66,0.497,0.42,0.154,0.627
0.2,0.155,0.691,0.378,0.553
0.18,0.197,0.247,0.624,0.671
0.242,0.132,0.304,0.018,0.333
0.13,0.04,0.335,0.075,0.258
0.078,0.056,0.128,0.163,0.247
0.209,0.193,0.201,0.007,0.406
0.106,0.102,0.155,0.227,0.398
0.127,0.041,0.157,0.045,0.117
0.248,0.186,0.154,0.059,0.422
0.072,0.055,0.254,0.138,0.372
0.064,0.071,0.091,0.219,0.451
0.021,0.014,0.009,-0.009,0.223
0.012,0.006,0.091,-0.012,0.169
-0.002,-0.001,-0.014,-0.049,0.162
0.022,0.021,0.01,0.002,0.276
-0.006,-0.005,-0.018,-0.07,0.262
-0.008,-0.003,-0.017,-0.01,0.077
0.023,0.017,0.007,-0.002,0.287
-0.007,-0.006,0.043,-0.028,0.245
0.002,0.003,0.005,-0.024,0.308
-0.103,-0.053,-0.152,-0.022,0.148
-0.054,-0.013,-0.095,-0.058,0.107
-0.045,-0.032,-0.089,-0.157,0.103
-0.116,-0.107,-0.127,-0.003,0.185
-0.067,-0.064,-0.111,-0.23,0.175
-0.08,-0.027,-0.108,-0.038,0.049
-0.076,-0.107,-0.098,-0.044,0.193
-0.05,-0.039,-0.106,-0.118,0.164
-0.042,-0.045,-0.057,-0.186,0.208
-0.153,-0.081,-0.213,-0.024,0.092
-0.089,-0.023,-0.194,-0.08,0.065
-0.068,-0.048,-0.128,-0.206,0.063
-0.172,-0.159,-0.179,-0.005,0.116
-0.088,-0.084,-0.14,-0.26,0.11
-0.119,-0.04,-0.156,-0.051,0.03
-0.149,-0.157,-0.138,-0.058,0.122
-0.064,-0.05,-0.175,-0.139,0.102
-0.065,-0.071,-0.09,-0.263,0.138
-0.179,-0.095,-0.242,-0.024,0.056
-0.099,-0.027,-0.23,-0.078,0.038
-0.063,-0.044,-0.112,-0.167,0.033
-0.201,-0.185,-0.204,-0.005,0.073
-0.098,-0.094,-0.153,-0.259,0.069
-0.126,-0.042,-0.162,-0.05,0.017
-0.188,-0.182,-0.157,-0.061,0.077
-0.071,-0.055,-0.209,-0.142,0.063
-0.061,-0.066,-0.083,-0.223,0.085
-0.168,-0.089,-0.22,-0.019,0.031
-0.09,-0.025,-0.215,-0.06,0.018
-0.05,-0.035,-0.084,-0.109,0.013
-0.157,-0.144,-0.153,-0.004,0.041
-0.089,-0.086,-0.135,-0.203,0.04
-0.11,-0.036,-0.138,-0.038,0.007
-0.155,-0.142,-0.118,-0.042,0.044
-0.053,-0.041,-0.164,-0.093,0.034
-0.058,-0.063,-0.078,-0.186,0.052
-0.132,-0.07,-0.166,-0.011,0.013
-0.069,-0.019,-0.166,-0.035,0.004
-0.042,-0.029,-0.068,-0.07,0.001
-0.131,-0.121,-0.123,-0.003,0.02
-0.054,-0.053,-0.078,-0.178,0.018
-0.081,-0.026,-0.097,-0.022,0.0
-0.135,-0.119,-0.095,-0.028,0.022
-0.035,-0.027,-0.11,-0.046,0.014
-0.046,-0.05,-0.061,-0.12,0.028
-0.085,-0.045,-0.14,-0.003,0.0
-0.032,-0.009,-0.146,-0.08,-0.006
-0.023,-0.016,-0.034,-0.104,-0.007
-0.091,-0.085,-0.08,-0.001,0.005
-0.026,-0.026,-0.033,-0.091,0.003
-0.035,-0.011,-0.112,-0.003,-0.005
-0.078,-0.064,-0.047,-0.009,0.006
-0.019,-0.015,-0.062,-0.087,0.0
-0.023,-0.025,-0.029,-0.141,0.01
C1,C2,C3,C4,C5
0.048,0.047,0.07,0.087,0.19
0.053,0.052,0.066,0.081,0.058
0.057,0.057,0.066,0.076,0.022
0.062,0.062,0.063,0.058,0.007
0.066,0.066,0.07,0.085,0.004
0.07,0.071,0.066,0.058,0.003
0.075,0.075,0.066,0.047,0.002
0.079,0.079,0.066,0.035,0.002
0.083,0.083,0.066,0.051,0.0
0.498,0.291,0.651,0.128,0.675
0.294,0.125,0.705,0.237,0.433
0.262,0.205,0.415,0.553,0.389
0.613,0.572,0.609,0.066,0.61
0.348,0.338,0.494,0.754,0.596
0.41,0.185,0.492,0.178,0.177
0.735,0.572,0.486,0.201,0.629
0.279,0.234,0.757,0.413,0.555
0.263,0.28,0.313,0.675,0.671
0.74,0.423,0.955,0.146,0.8
0.424,0.165,0.8,0.312,0.691
0.34,0.261,0.543,0.716,0.636
0.822,0.765,0.81,0.073,0.8
0.454,0.44,0.649,0.981,0.994
0.537,0.226,0.649,0.223,0.294
0.983,0.758,0.64,0.26,0.8
0.351,0.289,0.8,0.551,0.927
0.327,0.351,0.404,0.894,0.8
0.761,0.437,0.964,0.137,0.8
0.436,0.171,0.891,0.3,0.86
0.338,0.26,0.529,0.667,0.798
0.844,0.786,0.82,0.075,0.8
0.448,0.435,0.631,0.911,0.8
0.529,0.223,0.632,0.213,0.371
0.8,0.775,0.647,0.258,0.8
0.344,0.283,0.843,0.523,0.8
